Component ID,Reference Designator,Part Name,Not mount on PCB,Symbol Name
,reference,partName,noMount,SymbolName
sht10.cmp5389/sht1.cmp2157,P5001,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3561,P5002,ICT--POINT,,ict_sym_3.smb
sht10.cmp5389/sht1.cmp2531,P5003,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp2088,P5004,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3277,P5005,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3276,P5006,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp2054,P5007,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3562,P5008,ICT--POINT,,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3280,P5009,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3282,P5010,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3283,P5011,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3284,P5012,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3285,P5013,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3482,P5014,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht2.cmp3668,P5015,ICT--POINT,,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3563,P5016,ICT--POINT,,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3275,P5034,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3273,P5035,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3274,P5036,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3244,P5080,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3384,P5090,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3386,P5091,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3377,P5092,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht2.cmp3641,P5120,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht2.cmp3301,P5121,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht2.cmp3317,P5122,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht2.cmp3309,P5123,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht2.cmp3326,P5124,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht2.cmp3655,P5125,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht2.cmp3335,P5126,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht2.cmp3315,P5127,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht2.cmp3307,P5128,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht2.cmp3363,P5129,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht2.cmp3364,P5130,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht2.cmp3365,P5131,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht2.cmp3659,P5133,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht2.cmp3401,P5155,ICT--POINT,NO,ict_sym_3.smb
sht3.cmp313,P5660,ICT--POINT,NO,ict_sym_3.smb
sht3.cmp329,P5661,ICT--POINT,NO,ict_sym_3.smb
sht3.cmp270,P5662,ICT--POINT,NO,ict_sym_3.smb
sht3.cmp279,P5663,ICT--POINT,NO,ict_sym_3.smb
sht3.cmp310,P5664,ICT--POINT,NO,ict_sym_3.smb
sht3.cmp277,P5665,ICT--POINT,NO,ict_sym_3.smb
sht3.cmp295,P5666,ICT--POINT,NO,ict_sym_3.smb
sht3.cmp309,P5667,ICT--POINT,NO,ict_sym_3.smb
sht3.cmp307,P5668,ICT--POINT,NO,ict_sym_3.smb
sht3.cmp305,P5669,ICT--POINT,NO,ict_sym_3.smb
sht3.cmp287,P5670,ICT--POINT,NO,ict_sym_3.smb
sht3.cmp274,P5671,ICT--POINT,NO,ict_sym_3.smb
sht3.cmp290,P5672,ICT--POINT,NO,ict_sym_3.smb
sht3.cmp317,P5674,ICT--POINT,NO,ict_sym_3.smb
sht3.cmp314,P5675,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3944,P6112,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3938,P6113,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3953,P6114,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3936,P6115,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3957,P6116,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3947,P6117,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3971,P6122,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3965,P6123,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3980,P6124,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3963,P6125,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3984,P6126,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3974,P6127,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3996,P6132,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3990,P6133,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp4005,P6134,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3988,P6135,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp4009,P6136,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3999,P6137,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3255,P6144,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3236,P6145,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3253,P6146,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3241,P6147,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3299,P6154,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3286,P6155,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3293,P6156,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3291,P6157,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3383,P6164,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3380,P6165,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3399,P6166,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3385,P6167,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8454,P6174,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8453,P6175,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8449,P6176,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8447,P6177,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8504,P6184,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8498,P6185,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8511,P6186,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8516,P6194,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8514,P6195,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8524,P6196,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8538,P6204,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8542,P6205,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8540,P6207,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8579,P6214,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8588,P6215,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8535,P6216,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8575,P6217,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8576,P6226,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp4044,P7000,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3877,P7001,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3898,P7002,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3577,P7009,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3578,P7010,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3579,P7011,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3580,P7012,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3328,P7013,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3488,P7030,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3902,P7031,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3445,P7032,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3337,P7033,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3456,P7034,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp57,P7043,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp95,P7044,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp15,P7045,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp8,P7046,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp77,P7047,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp4013,P7057,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp4012,P7058,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp25,P7059,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3551,P7084,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3519,P7085,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3537,P7086,ICT--POINT,NO,ict_sym_3.smb
sht11.cmp3554,P7087,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp72,P7161,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp37,P7162,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp31,P7163,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp47,P7165,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp13,P7166,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp75,P7167,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp67,P7171,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp83,P7172,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp27,P7173,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp91,P7175,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp66,P7176,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp38,P7177,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp76,P7181,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp60,P7182,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp55,P7183,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp98,P7185,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp84,P7186,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp87,P7187,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp127,P7191,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp141,P7192,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp160,P7193,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp142,P7195,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp137,P7196,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp147,P7197,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp194,P7201,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp197,P7202,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp178,P7204,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp172,P7205,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp171,P7206,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp184,P7207,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3427,P7211,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3426,P7212,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3439,P7214,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3441,P7215,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3415,P7216,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3438,P7217,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3531,P7241,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3509,P7242,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3510,P7244,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3530,P7245,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3513,P7246,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3511,P7247,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3560,P7251,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3550,P7252,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3544,P7254,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3552,P7255,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3555,P7256,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3545,P7257,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3861,P7261,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3866,P7262,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3854,P7264,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3858,P7265,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3865,P7266,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3872,P7267,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3890,P7271,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3898,P7272,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3894,P7274,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3904,P7275,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3915,P7276,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3918,P7277,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3125,P7410,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3127,P7411,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3140,P7412,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3144,P7413,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3134,P7414,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3136,P7415,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3129,P7416,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3173,P7420,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3150,P7421,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3166,P7422,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3159,P7423,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3152,P7424,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3168,P7425,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3151,P7426,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3384,P7430,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3394,P7431,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3362,P7432,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3354,P7433,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3365,P7434,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3388,P7435,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3392,P7436,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8363,P7440,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8367,P7441,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8368,P7442,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8359,P7443,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8372,P7444,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8365,P7445,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8369,P7446,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8122,P7453,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8124,P7454,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8110,P7455,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8118,P7457,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8132,P7458,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8116,P7459,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8213,P7463,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8214,P7464,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8218,P7465,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8223,P7467,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8228,P7468,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8220,P7469,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8382,P7470,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8385,P7471,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8380,P7472,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8384,P7473,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8393,P7474,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8392,P7475,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8388,P7476,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8403,P7480,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8406,P7481,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8401,P7482,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8405,P7483,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8414,P7484,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8413,P7485,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8409,P7486,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp117,P7602,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp115,P7603,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp159,P7612,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp140,P7613,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp177,P7622,ICT--POINT,NO,ict_sym_3.smb
sht12.cmp180,P7623,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3734,P7632,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3737,P7633,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3884,P7642,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3880,P7643,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3897,P7652,ICT--POINT,NO,ict_sym_3.smb
sht14.cmp3919,P7653,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3306,P7662,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3310,P7663,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3336,P7672,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3340,P7673,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3391,P7683,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8458,P7693,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8551,P7703,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8565,P7713,ICT--POINT,NO,ict_sym_3.smb
sht16.cmp3377,P7782,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8457,P7792,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8557,P7802,ICT--POINT,NO,ict_sym_3.smb
sht17.cmp8570,P7812,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2539,P8100,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2538,P8101,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2536,P8102,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2531,P8104,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2535,P8105,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2532,P8111,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2533,P8112,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2534,P8114,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2529,P8115,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2519,P8121,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2521,P8122,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2527,P8124,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2525,P8125,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2522,P8131,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2528,P8132,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2520,P8134,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2524,P8135,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2518,P8141,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2510,P8142,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2515,P8144,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2513,P8145,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2514,P8154,ICT--POINT,NO,ict_sym_3.smb
sht15.cmp2516,P8155,ICT--POINT,NO,ict_sym_3.smb
sht10.cmp5389/sht1.cmp3535,Q5000,1267369255,NO,q_sym_1.smb
sht1.cmp201,R0001,1267362122,NO,r_sym_1.smb
sht1.cmp194,R0002,1267362122,NO,r_sym_1.smb
sht1.cmp182,R0003,1267362122,NO,r_sym_1.smb
sht1.cmp109,R0004,1267362122,NO,r_sym_1.smb
sht1.cmp44,R0005,1267362122,NO,r_sym_1.smb
sht1.cmp272,R0006,1267362122,NO,r_sym_1.smb
sht1.cmp2061,R0007,1267362198,NO,r_sym_1.smb
sht1.cmp2063,R0008,1267362198,NO,r_sym_1.smb
sht1.cmp2070,R0009,1267362122,NO,r_sym_1.smb
sht1.cmp2067,R0010,1267362198,NO,r_sym_1.smb
sht9.cmp644,R0113,1267362122,YES,r_sym_1.smb
sht4.cmp4787,R0225,1267377475,YES,var_sym_1.smb
sht4.cmp4823,R0327,1267377475,YES,var_sym_1.smb
sht9.cmp664,R1100,1267362128,NO,r_sym_1.smb
sht9.cmp631,R1101,1267361540,NO,r_sym_1.smb
sht9.cmp636,R1102,1267362127,NO,r_sym_1.smb
sht9.cmp639,R1103,1267362127,NO,r_sym_1.smb
sht9.cmp656,R1104,1267362130,NO,r_sym_1.smb
sht9.cmp626,R1105,1267362129,NO,r_sym_1.smb
sht9.cmp634,R1106,1267361535,NO,r_sym_1.smb
sht9.cmp625,R1107,1267361536,YES,r_sym_1.smb
sht9.cmp643,R1108,1267362741,YES,r_sym_1.smb
sht9.cmp640,R1110,1267361573,NO,r_sym_1.smb
sht9.cmp667,R1111,1267362715,NO,r_sym_1.smb
sht6.cmp2358,R1200,1267362130,NO,r_sym_1.smb
sht6.cmp2454,R1201,1267360844,NO,r_sym_1.smb
sht6.cmp2362,R1202,1267362131,YES,r_sym_1.smb
sht6.cmp2369,R1210,1267362130,NO,r_sym_1.smb
sht6.cmp2456,R1211,1267362131,NO,r_sym_1.smb
sht6.cmp2373,R1212,1267360844,YES,r_sym_1.smb
sht6.cmp2380,R1220,1267362130,NO,r_sym_1.smb
sht6.cmp2457,R1221,1267360844,NO,r_sym_1.smb
sht6.cmp2384,R1222,1267360844,YES,r_sym_1.smb
sht6.cmp2757,R1223,1267362741,YES,r_sym_1.smb
sht6.cmp2756,R1224,1267362131,YES,r_sym_1.smb
sht6.cmp2413,R1230,1267362130,NO,r_sym_1.smb
sht6.cmp2463,R1231,1267360844,NO,r_sym_1.smb
sht6.cmp2417,R1232,1267362131,YES,r_sym_1.smb
sht6.cmp2424,R1240,1267362130,NO,r_sym_1.smb
sht6.cmp2465,R1241,1267360844,NO,r_sym_1.smb
sht6.cmp2428,R1242,1267362131,YES,r_sym_1.smb
sht6.cmp2435,R1250,1267362130,NO,r_sym_1.smb
sht6.cmp2468,R1251,1267360844,NO,r_sym_1.smb
sht6.cmp2439,R1252,1267362131,YES,r_sym_1.smb
sht6.cmp2497,R1260,1267362130,NO,r_sym_1.smb
sht6.cmp2472,R1261,1267362131,NO,r_sym_1.smb
sht6.cmp2486,R1262,1267362131,YES,r_sym_1.smb
sht6.cmp2479,R1270,1267362130,NO,r_sym_1.smb
sht6.cmp2484,R1271,1267362129,NO,r_sym_1.smb
sht6.cmp2469,R1272,1267362131,YES,r_sym_1.smb
sht6.cmp2668,R1280,1267362130,NO,r_sym_1.smb
sht6.cmp2677,R1281,1267360899,NO,r_sym_1.smb
sht6.cmp2645,R1282,1267360844,YES,r_sym_1.smb
sht6.cmp2766,R1283,1267362741,YES,r_sym_1.smb
sht6.cmp2765,R1284,1267362131,YES,r_sym_1.smb
sht6.cmp2653,R1290,1267362130,NO,r_sym_1.smb
sht6.cmp2658,R1291,1267362131,NO,r_sym_1.smb
sht6.cmp2678,R1292,1267360899,YES,r_sym_1.smb
sht6.cmp2634,R1300,1267362130,NO,r_sym_1.smb
sht6.cmp2616,R1301,1267362131,NO,r_sym_1.smb
sht6.cmp2659,R1302,1267360899,YES,r_sym_1.smb
sht6.cmp2664,R1310,1267362130,NO,r_sym_1.smb
sht6.cmp2684,R1311,1267368019,NO,r_sym_1.smb
sht6.cmp2636,R1312,1267360899,YES,r_sym_1.smb
sht6.cmp2624,R1313,1267362741,NO,r_sym_1.smb
sht6.cmp2679,R1320,1267362129,NO,r_sym_1.smb
sht6.cmp2671,R1321,1267368019,YES,r_sym_1.smb
sht6.cmp2655,R1322,1267360899,NO,r_sym_1.smb
sht6.cmp2614,R1323,1267362741,YES,r_sym_1.smb
sht6.cmp2701,R1330,1267362129,NO,r_sym_1.smb
sht6.cmp2704,R1331,1267368019,YES,r_sym_1.smb
sht6.cmp2702,R1332,1267360899,NO,r_sym_1.smb
sht6.cmp2709,R1333,1267362741,YES,r_sym_1.smb
sht6.cmp2779,R1335,1267362130,NO,r_sym_1.smb
sht6.cmp2778,R1336,1267360844,NO,r_sym_1.smb
sht6.cmp2772,R1337,1267360844,YES,r_sym_1.smb
sht6.cmp2775,R1338,1267362741,YES,r_sym_1.smb
sht6.cmp2773,R1339,1267362131,YES,r_sym_1.smb
sht7.cmp3148,R1563,1267361535,NO,r_sym_1.smb
sht7.cmp3155,R1568,1267361539,NO,r_sym_1.smb
sht9.cmp332,R1800,1267368002,NO,r_sym_1.smb
sht9.cmp319,R1801,1267362130,NO,r_sym_1.smb
sht9.cmp341,R1805,1267362131,NO,r_sym_1.smb
sht9.cmp362,R1810,1267360864,NO,r_sym_1.smb
sht9.cmp363,R1811,1267362130,YES,r_sym_1.smb
sht9.cmp369,R1813,1267360635,YES,r_sym_1.smb
sht9.cmp345,R1815,1267362130,NO,r_sym_1.smb
sht9.cmp355,R1816,1267360844,NO,r_sym_1.smb
sht9.cmp352,R1817,1267360305,YES,r_sym_1.smb
sht9.cmp388,R1820,1267360864,NO,r_sym_1.smb
sht9.cmp377,R1821,1267362130,YES,r_sym_1.smb
sht9.cmp397,R1823,1267360635,YES,r_sym_1.smb
sht9.cmp374,R1825,1267362130,NO,r_sym_1.smb
sht9.cmp387,R1826,1267360844,NO,r_sym_1.smb
sht9.cmp390,R1827,1267360305,YES,r_sym_1.smb
sht9.cmp414,R1830,1267368002,NO,r_sym_1.smb
sht9.cmp402,R1831,1267362130,NO,r_sym_1.smb
sht9.cmp399,R1833,1267360635,YES,r_sym_1.smb
sht9.cmp405,R1835,1267362131,NO,r_sym_1.smb
sht9.cmp409,R1836,1267360305,YES,r_sym_1.smb
sht9.cmp420,R1837,1267360305,YES,r_sym_1.smb
sht9.cmp435,R1840,1267368002,NO,r_sym_1.smb
sht9.cmp441,R1841,1267362130,NO,r_sym_1.smb
sht9.cmp427,R1845,1267362131,NO,r_sym_1.smb
